regdom,d3,d4,prop,brand,d5,hosts,rows
weacxa.shop,U,SHOP,電子商務,,,1,1
apponline.help,U,SHOP,電子商務,,,1,1
shxt.beer,U,SHOP,電子商務,,,1,1
eywo.store,U,SHOP,電子商務,,,1,1
vxcvwsg.shop,U,SHOP,電子商務,,,1,1
kuneopan.shop,U,SHOP,電子商務,,,1,1
zeaspo.store,U,SHOP,電子商務,,,1,1
xcxcas.shop,U,SHOP,電子商務,,,1,1
bdfgsi.shop,U,SHOP,電子商務,,,1,1
kakacc.shop,U,SHOP,電子商務,,,1,1
fcvn.online,U,SHOP,電子商務,,,1,1
ahuiob.shop,U,SHOP,電子商務,,,1,1
kfd0by.asia,U,SHOP,電子商務,,,1,1
rhew.online,U,SHOP,電子商務,,,1,1
jueh.bar,U,SHOP,電子商務,,,1,1
mrcmw.icu,U,SHOP,電子商務,,,1,1
twshop-l.store,U,SHOP,電子商務,,,1,1
fghhddg1.shop,U,SHOP,電子商務,,,1,1
hhyyc.shop,U,SHOP,電子商務,,,1,1
hashkeytgb.com,U,UNK,資訊服務,,,1,1
miniala.site,U,SHOP,電子商務,,,1,1
twse-tw.bid,U,UNK,資訊服務,,,1,1
gsvzzq.shop,U,SHOP,電子商務,,,1,1
mkzvq.asia,U,SHOP,電子商務,,,1,1
cuij.store,U,SHOP,電子商務,,,1,1
bvgfyrmall.shop,U,SHOP,電子商務,,,1,1
twonlinestores.com,U,SHOP,電子商務,,,1,1
esnuyy.shop,U,SHOP,電子商務,,,1,1
ukj.bar,U,SHOP,電子商務,,,1,1
bfsw.bar,U,SHOP,電子商務,,,1,1
herhn.shop,U,SHOP,電子商務,,,1,1
ewrf.site,U,SHOP,電子商務,,,1,1
hkirp.beer,U,SHOP,電子商務,,,1,1
wandiesshop-deals.store,U,SHOP,電子商務,,,1,1
dyhn.rest,U,SHOP,電子商務,,,1,1
14grade.shop,U,SHOP,電子商務,,,1,1
hedyshopping.store,U,SHOP,電子商務,,,1,1
zonkedhd11.shop,U,SHOP,電子商務,,,1,1
smjo.space,U,SHOP,電子商務,,,1,1
aswszzxc.top,U,SHOP,電子商務,,,1,1
wuoa.site,U,SHOP,電子商務,,,1,1
doeofmall.shop,U,SHOP,電子商務,,,1,1
jqrkf.beer,U,SHOP,電子商務,,,1,1
jfgghfgfd.shop,U,SHOP,電子商務,,,1,1
nimapo.com,U,SHOP,電子商務,,,1,1
hhiid.shop,U,SHOP,電子商務,,,1,1
vghff.shop,U,SHOP,電子商務,,,1,1
ihjy.shop,U,SHOP,電子商務,,,1,1
tskd.site,U,SHOP,電子商務,,,1,1
xcradr.shop,U,SHOP,電子商務,,,1,1
qtuirs.shop,U,SHOP,電子商務,,,1,1
treheth.shop,U,SHOP,電子商務,,,1,1
agtsltd.com,U,UNK,資訊服務,,,1,1
giyga.xin,U,SHOP,電子商務,,,1,1
cooko.shop,U,SHOP,電子商務,,,1,1
jioplkui.shop,U,SHOP,電子商務,,,1,1
xlpomh.shop,U,SHOP,電子商務,,,1,1
xjieoscx.com,U,UNK,資訊服務,,,1,1
honeyshopping.store,U,SHOP,電子商務,,,1,1
xtjup.com,U,UNK,資訊服務,,,1,1
dalwave.shop,U,SHOP,電子商務,,,1,1
qrursdkx.shop,U,SHOP,電子商務,,,1,1
xtetamo.com,U,UNK,資訊服務,,,1,1
yiranaistw.com,U,SHOP,電子商務,,,1,1
memvidz.shop,U,SHOP,電子商務,,,1,1
tagq.rest,U,SHOP,電子商務,,,1,1
ellpjk.rest,U,SHOP,電子商務,,,1,1
xfhas.shop,U,SHOP,電子商務,,,1,1
wunenans.shop,U,SHOP,電子商務,,,1,1
tthav.top,U,SHOP,電子商務,,,1,1
upesmart.com,U,UNK,資訊服務,,,1,1
ffew.shop,U,SHOP,電子商務,,,1,1
uwnasxasd.top,U,SHOP,電子商務,,,1,1
sxopyw.shop,U,SHOP,電子商務,,,1,1
upemarket.com,U,SHOP,電子商務,,,1,1
asnd.shop,U,SHOP,電子商務,,,1,1
bbkja.asia,U,SHOP,電子商務,,,1,1
bcya.shop,U,SHOP,電子商務,,,1,1
talk01.com,U,UNK,資訊服務,,,1,1
vcdsfwe.xyz,U,SHOP,電子商務,,,1,1
kdormall.shop,U,SHOP,電子商務,,,1,1
oodgrab.shop,U,SHOP,電子商務,,,1,1
nduye.site,U,SHOP,電子商務,,,1,1
xadf.bar,U,SHOP,電子商務,,,1,1
spotghr22.shop,U,SHOP,電子商務,,,1,1
yhasdwq.top,U,SHOP,電子商務,,,1,1
15wish.shop,U,SHOP,電子商務,,,1,1
qwpv.top,U,SHOP,電子商務,,,1,1
tnzbw.rest,U,SHOP,電子商務,,,1,1
gvyouxuantw.shop,U,SHOP,電子商務,,,1,1
trucks12.shop,U,SHOP,電子商務,,,1,1
tengsu16.tw,U,SHOP,電子商務,,,1,1
ttzha.top,U,SHOP,電子商務,,,1,1
dalaoshu7.top,U,SHOP,電子商務,,,1,1
ziqppy.shop,U,SHOP,電子商務,,,1,1
valuebox.top,U,SHOP,電子商務,,,1,1
xfhaw.shop,U,SHOP,電子商務,,,1,1
mdsedf.top,U,SHOP,電子商務,,,1,1
wskq.site,U,SHOP,電子商務,,,1,1
mxzkksad.top,U,SHOP,電子商務,,,1,1
daokj.online,U,SHOP,電子商務,,,1,1
fengpg.icu,U,SHOP,電子商務,,,1,1
merefdsx40.shop,U,SHOP,電子商務,,,1,1
nefgd.cc,U,UNK,資訊服務,,,1,1
aencuk.top,U,SHOP,電子商務,,,1,1
dweqr.rest,U,SHOP,電子商務,,,1,1
wvq9sp.asia,U,SHOP,電子商務,,,1,1
jbugtmall.shop,U,SHOP,電子商務,,,1,1
tqy7a.shop,U,SHOP,電子商務,,,1,1
ffcretmall.shop,A,SHOP,電子商務,東森購物,ECOM,1,1
smivvc.sbs,U,SHOP,電子商務,,,4,4
gherho.shop,U,SHOP,電子商務,,,1,1
bzxbnba.top,U,SHOP,電子商務,,,1,1
fgsdfgfd1.shop,U,SHOP,電子商務,,,1,1
blixory.top,U,SHOP,電子商務,,,1,1
fayshopping.store,U,SHOP,電子商務,,,1,1
liiyee.online,U,SHOP,電子商務,,,2,2
dsfgsdg3.shop,U,SHOP,電子商務,,,1,1
gvplh.shop,U,SHOP,電子商務,,,1,1
fdghfgfd1.shop,U,SHOP,電子商務,,,1,1
dolovetw.com,U,INVEST,金融保險,,,1,1
gcseeds.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
kjxxet.cc,U,INVEST,金融保險,,,1,1
family-ev.top,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,3,3
myship7-11-com-tw.com,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-11-com-tw.online,A,INVEST,金融保險,7-ELEVEN 賣貨便,LOGI,1,1
sf-expressd.top,U,SHOP,運輸倉儲,,,1,1
trm5ve.top,U,INVEST,金融保險,,,1,1
ffuuec.sbs,U,INVEST,金融保險,,,1,1
rrccjo.sbs,U,INVEST,金融保險,,,1,1
bnzuh.com,U,INVEST,金融保險,,,1,1
akidetf.online,U,INVEST,金融保險,,,1,1
ryee22.cc,U,INVEST,金融保險,,,1,1
myship7-11-svty-tws.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-esmt-tw.shop,U,SHOP,運輸倉儲,,,1,1
avatrade-pro.com,U,INVEST,金融保險,,,1,1
einvoiceplatform-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
maxgoue.top,U,UNK,資訊服務,,,1,1
ftsabs.com,U,UNK,資訊服務,,,1,1
webtech888.com,A,INVEST,金融保險,元大 Yuanta,FIN,1,1
einvoiceinfo-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
zppfdv.xyz,U,SHOP,電子商務,,,1,1
wonsuk.shop,U,SHOP,電子商務,,,1,1
mai-shupian8.top,U,SHOP,電子商務,,,1,1
vcvx.shop,U,SHOP,電子商務,,,1,1
vgfdbgfdghs.shop,U,SHOP,電子商務,,,1,1
tianduo01.site,U,SHOP,電子商務,,,1,1
efmk.top,U,SHOP,電子商務,,,1,1
linlang.shop,U,SHOP,電子商務,,,1,1
akioq.online,U,SHOP,電子商務,,,1,1
yuxiang01.site,U,SHOP,電子商務,,,1,1
nexcart.top,U,SHOP,電子商務,,,1,1
xijhd.top,U,SHOP,電子商務,,,1,1
llppv.shop,U,SHOP,電子商務,,,1,1
dhic.space,U,SHOP,電子商務,,,1,1
tuqnasr.top,U,SHOP,電子商務,,,1,1
gjlnc.top,U,SHOP,電子商務,,,1,1
oeskxweof.online,U,SHOP,電子商務,,,1,1
gryouxuantw.shop,U,SHOP,電子商務,,,1,1
qwssxa.top,U,SHOP,電子商務,,,1,1
cxfdyrtmall.shop,U,SHOP,電子商務,,,1,1
haskeyazq.com,U,UNK,資訊服務,,,1,1
iisjaqw.top,U,SHOP,電子商務,,,1,1
tsecgvb.shop,U,SHOP,電子商務,,,1,1
bgfy.rest,U,SHOP,電子商務,,,1,1
soryme.shop,U,SHOP,電子商務,,,1,1
fljsmall.shop,U,SHOP,電子商務,,,1,1
sdaswxa.top,U,SHOP,電子商務,,,1,1
ktig.bar,U,SHOP,電子商務,,,1,1
teydusmall.shop,U,SHOP,電子商務,,,1,1
bzxvdwqa.top,U,SHOP,電子商務,,,1,1
mctee.bar,U,SHOP,電子商務,,,1,1
dsfgsdg4.shop,U,SHOP,電子商務,,,1,1
kkiie.shop,U,SHOP,電子商務,,,1,1
usfgh.store,U,SHOP,電子商務,,,1,1
fdwcpq.xyz,U,SHOP,電子商務,,,1,1
janetshopping.store,U,SHOP,電子商務,,,1,1
jgvhd.shop,U,SHOP,電子商務,,,1,1
ijkopl.shop,U,SHOP,電子商務,,,1,1
mxnsnw.top,U,SHOP,電子商務,,,1,1
fhtr.bar,U,SHOP,電子商務,,,1,1
llppa.shop,U,SHOP,電子商務,,,1,1
erche.shop,U,SHOP,電子商務,,,1,1
kkjjh.shop,U,SHOP,電子商務,,,1,1
gmyouxuantw.shop,U,SHOP,電子商務,,,1,1
xgeweg.shop,U,SHOP,電子商務,,,1,1
uesa.food,U,SHOP,電子商務,,,1,1
vnrsc.shop,U,SHOP,電子商務,,,1,1
eyerrs.shop,U,SHOP,電子商務,,,1,1
bcbxzsaw.top,U,SHOP,電子商務,,,1,1
purelect.shop,U,SHOP,電子商務,,,1,1
vocvio.top,U,SHOP,電子商務,,,1,1
kkjj8855s5.shop,U,SHOP,電子商務,,,1,1
jujha.shop,U,SHOP,電子商務,,,1,1
stckora.shop,U,SHOP,電子商務,,,1,1
yetgsas.top,U,SHOP,電子商務,,,1,1
boopiin.online,U,SHOP,電子商務,,,2,2
fujinlaitw.com,U,SHOP,電子商務,,,1,1
bzxcgwa.top,U,SHOP,電子商務,,,1,1
4w0ibf.lat,U,SHOP,電子商務,,,1,1
urdlcsxf.shop,U,SHOP,電子商務,,,1,1
vkio.online,U,SHOP,電子商務,,,1,1
gretg.shop,U,SHOP,電子商務,,,1,1
vvffl.asia,U,SHOP,電子商務,,,1,1
jyfxzc.shop,U,SHOP,電子商務,,,1,1
fansi-r.top,U,INVEST,金融保險,,,1,1
kabaet.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
hotrose.club,U,INVEST,金融保險,,,1,1
pulpyec.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-11-hxj.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-11-yr.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
cat-ts.top,U,SHOP,運輸倉儲,,,1,1
family-vtke-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship7-11-emug-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
teuu11.cc,U,INVEST,金融保險,,,1,1
ddooif.sbs,U,INVEST,金融保險,,,1,1
sueky.com,U,INVEST,金融保險,,,1,1
55ifs.cc,U,INVEST,金融保險,,,1,1
famipor40.cyou,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
family-nrwj-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship7-11-com-tw-w2.sbs,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711dd.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sgexkapk.com,U,INVEST,金融保險,,,1,1
accexxx.top,U,INVEST,金融保險,,,1,1
service5s.com,U,INVEST,金融保險,,,1,1
ak.com.tw,U,INVEST,金融保險,,,1,1
uuqqel.sbs,U,INVEST,金融保險,,,1,1
ivisa.com,U,INVEST,金融保險,,,1,1
poiuiubbds.shop,U,SHOP,電子商務,,,1,1
polstmall.shop,U,SHOP,電子商務,,,1,1
6h-fnnf.top,U,SHOP,電子商務,,,1,1
jduew.bar,U,SHOP,電子商務,,,1,1
ylwcr.bar,U,SHOP,電子商務,,,1,1
xtyopos.com,U,UNK,資訊服務,,,1,1
ghjkoiuy1.shop,U,SHOP,電子商務,,,1,1
twmedia.shop,U,SHOP,電子商務,,,1,1
oaoyelglgddd.top,U,SHOP,電子商務,,,1,1
jnr7vz.shop,U,SHOP,電子商務,,,1,1
vbul.shop,U,SHOP,電子商務,,,1,1
gemmashopping.store,U,SHOP,電子商務,,,1,1
llppw.shop,U,SHOP,電子商務,,,1,1
fgffggg.shop,U,SHOP,電子商務,,,1,1
xfhat.shop,U,SHOP,電子商務,,,1,1
dlzdy.top,U,SHOP,電子商務,,,1,1
jianaitw.com,U,SHOP,電子商務,,,1,1
gsvro.shop,U,SHOP,電子商務,,,1,1
qualityshopns.com,U,SHOP,電子商務,,,1,1
wufwt.icu,U,SHOP,電子商務,,,1,1
ciau.rest,U,SHOP,電子商務,,,1,1
aiyaqu.top,U,SHOP,電子商務,,,1,1
jinty.online,U,SHOP,電子商務,,,1,1
jyfxzf.shop,U,SHOP,電子商務,,,1,1
loskaad.top,U,SHOP,電子商務,,,1,1
krcmm.online,U,SHOP,電子商務,,,1,1
imq9xa.top,U,SHOP,電子商務,,,1,1
xfopyv.shop,U,SHOP,電子商務,,,1,1
yyfha.asia,U,SHOP,電子商務,,,1,1
xfhaz.shop,U,SHOP,電子商務,,,1,1
rtyuihgdd.store,U,SHOP,電子商務,,,1,1
gherhr.shop,U,SHOP,電子商務,,,1,1
pzmxc.shop,U,SHOP,電子商務,,,1,1
neyouxuantw.shop,U,SHOP,電子商務,,,1,1
yyjbc.top,U,SHOP,電子商務,,,1,1
okexchangge.com,U,UNK,資訊服務,,,1,1
llppb.shop,U,SHOP,電子商務,,,1,1
ndyouxuantw.shop,U,SHOP,電子商務,,,1,1
polixsmall.shop,U,SHOP,電子商務,,,1,1
jwua.bar,U,SHOP,電子商務,,,1,1
gqtykr.shop,U,SHOP,電子商務,,,1,1
uixjo.shop,U,SHOP,電子商務,,,1,1
xcsv.space,U,SHOP,電子商務,,,1,1
gfdgf1.shop,U,SHOP,電子商務,,,1,1
bghhu.shop,U,SHOP,電子商務,,,1,1
aaqqs.shop,U,SHOP,電子商務,,,1,1
uejqa.online,U,SHOP,電子商務,,,1,1
loxnn.top,U,SHOP,電子商務,,,1,1
bbqaz.asia,U,SHOP,電子商務,,,1,1
bdyj.beer,U,SHOP,電子商務,,,1,1
tgyk.shop,U,SHOP,電子商務,,,1,1
mtuins.shop,U,SHOP,電子商務,,,1,1
htuk.rest,U,SHOP,電子商務,,,1,1
hdkf.shop,U,SHOP,電子商務,,,1,1
fvrg.site,U,SHOP,電子商務,,,1,1
dhieomall.shop,U,SHOP,電子商務,,,1,1
ujsqxx.site,U,SHOP,電子商務,,,1,1
hbms.online,U,SHOP,電子商務,,,1,1
pojhdb.shop,U,SHOP,電子商務,,,1,1
iolmnfmall.shop,U,SHOP,電子商務,,,1,1
vrety.site,U,SHOP,電子商務,,,1,1
fgyhgumall.shop,U,SHOP,電子商務,,,1,1
csfsd.bar,U,SHOP,電子商務,,,1,1
fdgjnfdkg.shop,U,SHOP,電子商務,,,1,1
teasco.store,U,SHOP,電子商務,,,1,1
pjlh6n.xyz,U,SHOP,電子商務,,,1,1
ytrifmall.shop,U,SHOP,電子商務,,,1,1
zoemua.top,U,SHOP,電子商務,,,1,1
xsezs.shop,U,SHOP,電子商務,,,1,1
vxcbvcbc1.shop,U,SHOP,電子商務,,,1,1
gafgy.beer,U,SHOP,電子商務,,,1,1
yyhfd.asia,U,SHOP,電子商務,,,1,1
eumonk.top,U,SHOP,電子商務,,,1,1
hyui.site,U,SHOP,電子商務,,,1,1
corebuy.shop,U,SHOP,電子商務,,,1,1
pmqtwx.site,U,SHOP,電子商務,,,1,1
gfddgdfs1.shop,U,SHOP,電子商務,,,1,1
nuqnap.shop,U,SHOP,電子商務,,,1,1
opdfhjj07.top,U,SHOP,電子商務,,,1,1
qqhz.beer,U,SHOP,電子商務,,,1,1
grabwave.shop,U,SHOP,電子商務,,,1,1
yhgr.store,U,SHOP,電子商務,,,1,1
aegetgki.com,U,UNK,資訊服務,,,1,1
ixcya.beer,U,SHOP,電子商務,,,1,1
mgc8ea.asia,U,SHOP,電子商務,,,1,1
hhuuf.shop,U,SHOP,電子商務,,,1,1
pmnhoa.top,U,SHOP,電子商務,,,1,1
fdgfdhgf1meizhuang.shop,U,SHOP,電子商務,,,1,1
tomroshy.com,U,UNK,資訊服務,,,1,1
okexnews.com,U,UNK,資訊服務,,,1,1
fdfgfhhj1.shop,U,SHOP,電子商務,,,1,1
cfyuiok.shop,U,SHOP,電子商務,,,1,1
ejhj.beer,U,SHOP,電子商務,,,1,1
mextg.beer,U,SHOP,電子商務,,,1,1
gfddgdfs5.shop,U,SHOP,電子商務,,,1,1
ddeel.shop,U,SHOP,電子商務,,,1,1
mmkkz.shop,U,SHOP,電子商務,,,1,1
nkdio.shop,U,SHOP,電子商務,,,1,1
kuynobo.top,U,SHOP,電子商務,,,1,1
hhiik.shop,U,SHOP,電子商務,,,1,1
xmiex.icu,U,SHOP,電子商務,,,1,1
dsuy.beer,U,SHOP,電子商務,,,1,1
gopenad.top,U,SHOP,電子商務,,,1,1
psigt.online,U,SHOP,電子商務,,,1,1
xoxtw.xyz,U,SHOP,電子商務,,,1,1
wsyek.online,U,SHOP,電子商務,,,1,1
tyug.space,U,SHOP,電子商務,,,1,1
fdwd.shop,U,SHOP,電子商務,,,1,1
wartela.shop,U,SHOP,電子商務,,,1,1
joyiday.shop,U,SHOP,電子商務,,,1,1
oiuyyt.shop,U,SHOP,電子商務,,,1,1
xtgst.com,U,UNK,資訊服務,,,1,1
uwufq.xyz,U,SHOP,電子商務,,,1,1
vfryg.shop,U,SHOP,電子商務,,,1,1
changlin19.com.tw,U,SHOP,電子商務,,,1,1
6581256.vip,U,SHOP,電子商務,,,1,1
msbh.beer,U,SHOP,電子商務,,,1,1
lgdvh.com,U,UNK,資訊服務,,,1,1
yhan.online,U,SHOP,電子商務,,,1,1
ffgb.rest,U,SHOP,電子商務,,,1,1
mingrx162.top,U,SHOP,電子商務,,,1,1
vimolou.top,U,SHOP,電子商務,,,1,1
oosjwe.top,U,SHOP,電子商務,,,1,1
jessicashopping.store,U,SHOP,電子商務,,,1,1
skfy.shop,U,SHOP,電子商務,,,1,1
cfnch.beer,U,SHOP,電子商務,,,1,1
zhgjjjfd.shop,U,SHOP,電子商務,,,1,1
xqyyxqyy.top,U,SHOP,電子商務,,,1,1
mldlife.shop,U,SHOP,電子商務,,,1,1
hahauu.shop,U,SHOP,電子商務,,,1,1
jennyshopping.store,U,SHOP,電子商務,,,1,1
jeanshopping.store,U,SHOP,電子商務,,,1,1
litcart.shop,U,SHOP,電子商務,,,1,1
eveshopping.store,U,SHOP,電子商務,,,1,1
jessieshopping.store,U,SHOP,電子商務,,,1,1
stoeckio.shop,U,SHOP,電子商務,,,1,1
yvcdj.shop,U,SHOP,電子商務,,,1,1
pomena.shop,U,SHOP,電子商務,,,1,1
htry.site,U,SHOP,電子商務,,,1,1
huangdi7.top,U,SHOP,電子商務,,,1,1
poillmall.shop,U,SHOP,電子商務,,,1,1
ffai.beer,U,SHOP,電子商務,,,1,1
uperoyal.com,U,UNK,資訊服務,,,1,1
wandiesshop-sale.store,U,SHOP,電子商務,,,1,1
ncbbsawe.top,U,SHOP,電子商務,,,1,1
guauser.com,U,UNK,資訊服務,,,1,1
yoxcdl.click,U,SHOP,電子商務,,,1,1
mavyuwo.com,U,UNK,資訊服務,,,1,1
meiguoshu.shop,U,SHOP,電子商務,,,1,1
qwvd.beer,U,SHOP,電子商務,,,1,1
chunghwatopup.cam,U,UNK,資訊服務,,,1,1
family-nyfk-tw.shop,U,SHOP,運輸倉儲,,,1,1
family-wbuh-tw.shop,U,SHOP,運輸倉儲,,,1,1
j-tw.fun,A,INVEST,金融保險,7-ELEVEN 賣貨便,LOGI,3,3
myship-7-1-1-tw-com.vip,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
crz316.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
qile321.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
comtw.lol,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
expressr.top,U,SHOP,運輸倉儲,,,1,1
expreskd.top,U,SHOP,運輸倉儲,,,1,1
keexpress.top,U,SHOP,運輸倉儲,,,1,1
myship-711-com-tw-11t1.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
minotoo.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-tw-tw.xyz,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
qxngba-tw.top,U,SHOP,電子商務,,,1,1
hhiia.shop,U,SHOP,電子商務,,,1,1
winktw.com,U,INVEST,金融保險,,,1,1
myship-711-com-tw-85sd.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-yfmr-tw.shop,U,SHOP,運輸倉儲,,,1,1
famiport-com-tw-yd.shop,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
family-nued-tw.shop,U,SHOP,運輸倉儲,,,1,1
hhwwzo.com,U,INVEST,金融保險,,,1,1
ccggri.top,U,INVEST,金融保險,,,1,1
wweeyp.com,U,INVEST,金融保險,,,1,1
spdcoo.tw,U,INVEST,金融保險,,,1,1
acfc.cn,U,UNK,資訊服務,,,1,1
topgowu.com,U,UNK,資訊服務,,,1,1
topgowu.top,U,UNK,資訊服務,,,1,1
einvoiceplatforma-tw.com,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
llongtmall.shop,U,SHOP,電子商務,,,1,1
nxcnzbhsa.top,U,SHOP,電子商務,,,1,1
btcctop.shop,U,UNK,資訊服務,,,1,1
porem.shop,U,SHOP,電子商務,,,1,1
ertr.living,U,SHOP,電子商務,,,1,1
manms88.shop,U,SHOP,電子商務,,,1,2
igasd.com,U,UNK,資訊服務,,,1,1
apptop.cyou,U,UNK,資訊服務,,,1,1
merchella.shop,U,SHOP,電子商務,,,1,1
rrwascs.top,U,SHOP,電子商務,,,1,1
fredashopping.store,U,SHOP,電子商務,,,1,1
xianglia.top,U,SHOP,電子商務,,,1,1
moaqi.site,U,SHOP,電子商務,,,1,1
qq2874.com,U,UNK,資訊服務,,,1,1
mikyl.online,U,SHOP,電子商務,,,1,1
bteus.shop,U,SHOP,電子商務,,,1,1
lovngmall.shop,U,SHOP,電子商務,,,1,1
menpaoe.top,U,SHOP,電子商務,,,1,1
huawmall.shop,U,SHOP,電子商務,,,1,1
pexeltap.shop,U,SHOP,電子商務,,,1,1
shopnook.shop,U,SHOP,電子商務,,,1,1
glyouxuantw.shop,U,SHOP,電子商務,,,1,1
xzbbawa.top,U,SHOP,電子商務,,,1,1
wtrella.shop,U,SHOP,電子商務,,,1,1
podwdaf.shop,U,SHOP,電子商務,,,1,1
zekbc.online,U,SHOP,電子商務,,,1,1
bbwsx.asia,U,SHOP,電子商務,,,1,1
usyhcaw.top,U,SHOP,電子商務,,,1,1
xnkpz.live,U,SHOP,電子商務,,,1,1
ixuja.shop,U,SHOP,電子商務,,,1,1
miclx.store,U,SHOP,電子商務,,,1,1
ccbdn.shop,U,SHOP,電子商務,,,1,1
ofhqe.store,U,SHOP,電子商務,,,1,1
yykha.xyz,U,SHOP,電子商務,,,1,1
frdxy.shop,U,SHOP,電子商務,,,1,1
aansu.top,U,SHOP,電子商務,,,1,1
gproa.online,U,SHOP,電子商務,,,1,1
vbnqq.top,U,SHOP,電子商務,,,1,1
bwmpp.site,U,SHOP,電子商務,,,1,1
gblfc.shop,U,SHOP,電子商務,,,1,1
ujhtp.store,U,SHOP,電子商務,,,1,1
gfmsy.shop,U,SHOP,電子商務,,,1,1
bskja.top,U,SHOP,電子商務,,,1,1
mdskj.top,U,SHOP,電子商務,,,1,1
ccyjl.live,U,SHOP,電子商務,,,1,1
ldsjkd.top,U,SHOP,電子商務,,,1,1
nrckv.store,U,SHOP,電子商務,,,1,1
gspen.online,U,SHOP,電子商務,,,1,1
qocza.online,U,SHOP,電子商務,,,1,1
yyvza.icu,U,SHOP,電子商務,,,1,1
nalxw.online,U,SHOP,電子商務,,,1,1
gryxh.online,U,SHOP,電子商務,,,1,1
yyabd.icu,U,SHOP,電子商務,,,1,1
hxzgk.online,U,SHOP,電子商務,,,1,1
pzkap.shop,U,SHOP,電子商務,,,1,1
yybfa.icu,U,SHOP,電子商務,,,1,1
yuiqq.top,U,SHOP,電子商務,,,1,1
wosup.site,U,SHOP,電子商務,,,1,1
nphgc.online,U,SHOP,電子商務,,,1,1
fadwl.store,U,SHOP,電子商務,,,1,1
yyzxv.icu,U,SHOP,電子商務,,,1,1
yycjh.top,U,SHOP,電子商務,,,1,1
tjpyb.shop,U,SHOP,電子商務,,,1,1
gajum.shop,U,SHOP,電子商務,,,1,1
dxvpt.online,U,SHOP,電子商務,,,1,1
ljrpb.live,U,SHOP,電子商務,,,1,1
uqqlr.online,U,SHOP,電子商務,,,1,1
zviiu.shop,U,SHOP,電子商務,,,1,1
yycss.top,U,SHOP,電子商務,,,1,1
birlz.shop,U,SHOP,電子商務,,,1,1
skiph.online,U,SHOP,電子商務,,,1,1
pypcy.shop,U,SHOP,電子商務,,,1,1
pqeii.shop,U,SHOP,電子商務,,,1,1
spfbw.online,U,SHOP,電子商務,,,1,1
zvzgm.online,U,SHOP,電子商務,,,1,1
dism.beer,U,SHOP,電子商務,,,1,1
florashopping.store,U,SHOP,電子商務,,,1,1
gknj.beer,U,SHOP,電子商務,,,1,1
dcnv.online,U,SHOP,電子商務,,,1,1
xzsb.site,U,SHOP,電子商務,,,1,1
aoyrp.xyz,U,SHOP,電子商務,,,1,1
yiran01.site,U,SHOP,電子商務,,,1,1
peuna.shop,U,SHOP,電子商務,,,1,1
unfopa.top,U,SHOP,電子商務,,,1,1
oenpun.shop,U,SHOP,電子商務,,,1,1
koicut.shop,U,SHOP,電子商務,,,1,1
nptyqm.shop,U,SHOP,電子商務,,,1,1
maywealth.top,U,SHOP,電子商務,,,1,1
iqij.beer,U,SHOP,電子商務,,,1,1
ghuiedmall.shop,U,SHOP,電子商務,,,1,1
gufomall.shop,U,SHOP,電子商務,,,1,1
yropwmall.shop,U,SHOP,電子商務,,,1,1
tichengjfi01.online,U,SHOP,電子商務,,,1,1
pogtz.shop,U,SHOP,電子商務,,,1,1
dunune.top,U,SHOP,電子商務,,,1,1
pogtmall.shop,U,SHOP,電子商務,,,1,1
agnmktxplus.com,U,SHOP,電子商務,,,1,2
